ticker,date,close
MMM,2024-01-02,91.9732437133789
MMM,2024-01-03,90.12541961669922
MMM,2024-01-04,90.44314575195312
MMM,2024-01-05,90.7943115234375
MMM,2024-01-08,91.02006530761719
MMM,2024-01-09,91.22073364257812
MMM,2024-01-10,90.55184173583984
MMM,2024-01-11,91.07023620605469
MMM,2024-01-12,90.40133666992188
MMM,2024-01-16,90.0
MMM,2024-01-17,88.69564819335938
MMM,2024-01-18,88.99665832519531
MMM,2024-01-19,90.10033416748047
MMM,2024-01-22,90.3177261352539
MMM,2024-01-23,80.3511734008789
MMM,2024-01-24,77.95986938476562
MMM,2024-01-25,80.25083923339844
MMM,2024-01-26,80.25919342041016
MMM,2024-01-29,80.58528137207031
MMM,2024-01-30,80.05852508544922
MMM,2024-01-31,78.8879623413086
MMM,2024-02-01,80.19230651855469
MMM,2024-02-02,79.32273864746094
MMM,2024-02-05,77.533447265625
MMM,2024-02-06,78.39464569091797
MMM,2024-02-07,78.46154022216797
MMM,2024-02-08,77.92642211914062
MMM,2024-02-09,77.67558288574219
MMM,2024-02-12,79.1220703125
MMM,2024-02-13,77.47491455078125
MMM,2024-02-14,77.27424621582031
MMM,2024-02-15,77.24080657958984
MMM,2024-02-16,76.29598999023438
MMM,2024-02-20,76.77257537841797
MMM,2024-02-21,76.68060302734375
MMM,2024-02-22,77.11538696289062
MMM,2024-02-23,77.40802764892578
MMM,2024-02-26,76.77257537841797
MMM,2024-02-27,77.17391204833984
MMM,2024-02-28,76.47157287597656
MMM,2024-02-29,77.0234146118164
MMM,2024-03-01,76.80602264404297
MMM,2024-03-04,76.45484924316406
MMM,2024-03-05,77.5
MMM,2024-03-06,77.35785675048828
MMM,2024-03-07,77.44147491455078
MMM,2024-03-08,78.51170349121094
MMM,2024-03-11,78.63712310791016
MMM,2024-03-12,82.54180908203125
MMM,2024-03-13,87.01505279541016
MMM,2024-03-14,86.22073364257812
MMM,2024-03-15,87.79264068603516
MMM,2024-03-18,87.62541961669922
MMM,2024-03-19,88.0602035522461
MMM,2024-03-20,90.39297485351562
MMM,2024-03-21,90.19230651855469
MMM,2024-03-22,89.28093719482422
MMM,2024-03-25,87.65885925292969
MMM,2024-03-26,85.81103515625
MMM,2024-03-27,87.44983673095703
MMM,2024-03-28,88.68729400634766
AOS,2024-01-02,81.44000244140625
AOS,2024-01-03,78.70999908447266
AOS,2024-01-04,79.37999725341797
AOS,2024-01-05,79.04000091552734
AOS,2024-01-08,79.2699966430664
AOS,2024-01-09,79.83999633789062
AOS,2024-01-10,80.4800033569336
AOS,2024-01-11,80.66000366210938
AOS,2024-01-12,81.11000061035156
AOS,2024-01-16,80.9800033569336
AOS,2024-01-17,80.12000274658203
AOS,2024-01-18,80.58000183105469
AOS,2024-01-19,81.20999908447266
AOS,2024-01-22,82.12000274658203
AOS,2024-01-23,81.8499984741211
AOS,2024-01-24,80.33000183105469
AOS,2024-01-25,81.2699966430664
AOS,2024-01-26,80.91999816894531
AOS,2024-01-29,81.6500015258789
AOS,2024-01-30,79.72000122070312
AOS,2024-01-31,77.61000061035156
AOS,2024-02-01,79.56999969482422
AOS,2024-02-02,78.33000183105469
AOS,2024-02-05,77.08999633789062
AOS,2024-02-06,78.22000122070312
AOS,2024-02-07,79.83999633789062
AOS,2024-02-08,80.25
AOS,2024-02-09,80.54000091552734
AOS,2024-02-12,81.27999877929688
AOS,2024-02-13,79.25
AOS,2024-02-14,81.16999816894531
AOS,2024-02-15,81.0
AOS,2024-02-16,80.08999633789062
AOS,2024-02-20,79.63999938964844
AOS,2024-02-21,80.2300033569336
AOS,2024-02-22,80.61000061035156
AOS,2024-02-23,81.4000015258789
AOS,2024-02-26,81.58999633789062
AOS,2024-02-27,82.30000305175781
AOS,2024-02-28,82.88999938964844
AOS,2024-02-29,82.9000015258789
AOS,2024-03-01,83.94000244140625
AOS,2024-03-04,85.0999984741211
AOS,2024-03-05,83.69000244140625
AOS,2024-03-06,84.5
AOS,2024-03-07,86.6500015258789
AOS,2024-03-08,85.81999969482422
AOS,2024-03-11,85.30999755859375
AOS,2024-03-12,85.93000030517578
AOS,2024-03-13,86.16000366210938
AOS,2024-03-14,86.62000274658203
AOS,2024-03-15,87.08999633789062
AOS,2024-03-18,85.86000061035156
AOS,2024-03-19,86.77999877929688
AOS,2024-03-20,87.63999938964844
AOS,2024-03-21,89.87999725341797
AOS,2024-03-22,89.27999877929688
AOS,2024-03-25,88.04000091552734
AOS,2024-03-26,87.87999725341797
AOS,2024-03-27,88.8499984741211
AOS,2024-03-28,89.45999908447266
ABT,2024-01-02,109.8499984741211
ABT,2024-01-03,109.5199966430664
ABT,2024-01-04,110.9800033569336
ABT,2024-01-05,110.80000305175781
ABT,2024-01-08,112.4000015258789
ABT,2024-01-09,112.7300033569336
ABT,2024-01-10,114.4000015258789
ABT,2024-01-11,113.5
ABT,2024-01-12,113.91999816894531
ABT,2024-01-16,113.76000213623047
ABT,2024-01-17,113.93000030517578
ABT,2024-01-18,114.0199966430664
ABT,2024-01-19,114.69000244140625
ABT,2024-01-22,114.19000244140625
ABT,2024-01-23,114.0
ABT,2024-01-24,110.7699966430664
ABT,2024-01-25,112.44999694824219
ABT,2024-01-26,112.01000213623047
